word,pinyin,pos,english
纽扣,niǔkòu,N,
农场,nóngchǎng,N,
农历,nónglì,N,
农民工,nóngmíngōng,N,
农作物,nóngzuòwù,N,
浓厚,nónghòu,Adj,
浓缩,nóngsuō,V,
浓郁,nóngyù,Adj,
浓重,nóngzhòng,Adj,
弄虚作假,nòngxū-zuòjiǎ,,
奴隶,núlì,N,
女婿,nǚxu,N,
暖烘烘,nuǎnhōnghōng,Adj,
虐待,nüèdài,V,
挪,nuó,V,
诺言,nuòyán,N,
哦,ò,Intj,
殴打,ōudǎ,V,
呕吐,ǒutù,V,
趴,pā,V,
拍板,pāibǎn,,
拍卖,pāimài,V,
拍戏,pāixì,,
排斥,páichì,V,
排放,páifàng,V,
排练,páiliàn,V,
徘徊,páihuái,V,
牌照,páizhào,N,
派别,pàibié,N,
派遣,pàiqiǎn,V,
攀,pān,V,
攀升,pānshēng,V,
盘,pán,V,
盘算,pánsuan,V,
判处,pànchǔ,V,
判定,pàndìng,V,
判决,pànjué,V,
盼,pàn,V,
叛逆,pànnì,V/N,
庞大,pángdà,Adj,
旁观,pángguān,V,
抛,pāo,V,
抛开,pāokāi,,
抛弃,pāoqì,V,
刨,páo,V,
跑车,pǎochē,N,
跑道,pǎodào,N,
跑龙套,pǎo lóngtào,,
泡沫,pàomò,N,
胚胎,pēitāi,N,
陪伴,péibàn,V,
陪葬,péizàng,V,
赔钱,péiqián,,
佩服,pèifú,V,
配件,pèijiàn,N,
配偶,pèi'ǒu,N,
配送,pèisòng,V,
配音,pèiyīn,,
喷泉,pēnquán,N,
抨击,pēngjī,V,
烹调,pēngtiáo,V,
蓬勃,péngbó,Adj,
鹏程万里,péngchéng-wànlǐ,,
膨胀,péngzhàng,V,
捧,pěng,V,
捧场,pěngchǎng,,
碰钉子,pèng dīngzi,,
碰巧,pèngqiǎo,Adv,
碰上,pèngshang,,
碰撞,pèngzhuàng,V,
批发,pīfā,V,
批判,pīpàn,V,
披露,pīlù,V,
劈,pī,V,
皮带,pídài,N,
疲惫,píbèi,Adj,
疲惫不堪,píbèi-bùkān,,
疲倦,píjuàn,Adj,
疲劳,píláo,Adj,
脾,pí,N,
匹配,pǐpèi,V,
媲美,pìměi,V,
僻静,pìjìng,Adj,
譬如,pìrú,V,
譬如说,pìrú shuō,,
片子,piānzi,N,
偏差,piānchā,N,
偏方,piānfāng,N,
偏见,piānjiàn,N,
偏僻,piānpì,Adj,
偏偏,piānpiān,Adv,
偏向,piānxiàng,V/N,
偏远,piānyuǎn,Adj,
篇幅,piānfú,N,
片段,piànduàn,N,
骗人,piàn rén,,
漂,piāo,V,
飘,piāo,V/Adj,
票房,piàofáng,N,
撇,piě,V/N,
拼搏,pīnbó,V,
拼命,pīnmìng,,
贫富,pín fù,,
贫穷,pínqióng,Adj,
频率,pínlǜ,N,
频频,pínpín,Adv,
品尝,pǐncháng,V,
品德,pǐndé,N,
品位,pǐnwèi,N,
品行,pǐnxíng,N,
聘,pìn,V,
聘任,pìnrèn,V,
聘用,pìnyòng,V,
乒乓球,pīngpāngqiú,N,
平常心,píngchángxīn,N,
平淡,píngdàn,Adj,
平和,pínghé,Adj/V,
平价,píngjià,V/N,
平面,píngmiàn,N,
平民,píngmín,N,
平日,píngrì,N,
平息,píngxī,V,
评定,píngdìng,V,
评论员,pínglùnyuán,N,
评判,píngpàn,V,
评审,píngshěn,V,
评委,píngwěi,N,
凭借,píngjiè,V,
凭着,píngzhe,,
凭证,píngzhèng,N,
瓶颈,píngjǐng,N,
萍水相逢,píngshuǐ-xiāngféng,,
泼冷水,pō lěngshuǐ,,
颇,pō,Adv,
迫不及待,pòbùjídài,,
迫害,pòhài,V,
迫使,pòshǐ,V,
破案,pò'àn,,
破除,pòchú,V,
破解,pòjiě,V,
破旧,pòjiù,Adj,
破裂,pòliè,V,
破灭,pòmiè,V,
破碎,pòsuì,V,
魄力,pòlì,N,
扑克,pūkè,N,
扑面而来,pūmiàn-érlái,,
铺路,pūlù,,
菩萨,púsà,N,
朴实,pǔshí,Adj,
朴素,pǔsù,Adj,
普通人,pǔtōng rén,,
谱,pǔ,V/N,
瀑布,pùbù,N,
七嘴八舌,qīzuǐ-bāshé,,
沏,qī,V,
凄凉,qīliáng,Adj,
期盼,qīpàn,V,
欺骗,qīpiàn,V,
欺诈,qīzhà,V,
漆,qī,N/V,
齐心协力,qíxīn-xiélì,,
其后,qíhòu,N,
其间,qíjiān,N,
奇花异草,qíhuā-yìcǎo,,
奇迹,qíjì,N,
奇特,qítè,Adj,
歧视,qíshì,V,
祈祷,qídǎo,V,
棋,qí,N,
棋子,qízǐ,N,
旗袍,qípáo,N,
旗帜,qízhì,N,
乞丐,qǐgài,N,
乞求,qǐqiú,V,
乞讨,qǐtǎo,V,
岂有此理,qǐyǒucǐlǐ,,
启迪,qǐdí,V,
启蒙,qǐméng,V,
启示,qǐshì,V/N,
起步,qǐbù,V,
起草,qǐcǎo,,
起程,qǐchéng,V,
起初,qǐchū,N,
起伏,qǐfú,V,
起劲,qǐjìn,Adj,
起跑线,qǐpǎoxiàn,N,
起源,qǐyuán,V/N,
气愤,qìfèn,Adj,
气管,qìguǎn,N,
气馁,qìněi,Adj,
气派,qìpài,N/Adj,
气泡,qìpào,N,
气魄,qìpò,N,
气势,qìshì,N,
气味,qìwèi,N,
气息,qìxī,N,
气质,qìzhì,N,
迄今,qìjīn,V,
迄今为止,qìjīn-wéizhǐ,,
契机,qìjī,N,
契约,qìyuē,N,
器材,qìcái,N,
器械,qìxiè,N,
掐,qiā,V,
卡,qiǎ,V,
卡子,qiǎzi,N,
洽谈,qiàtán,V,
恰到好处,qiàdào-hǎochù,,
恰恰相反,qiàqià xiāngfǎn,,
恰巧,qiàqiǎo,Adv,
恰如其分,qiàrú-qífèn,,
千变万化,qiānbiàn-wànhuà,,
千方百计,qiānfāng-bǎijì,,
千家万户,qiānjiā-wànhù,,
千军万马,qiānjūn-wànmǎ,,
千钧一发,qiānjūn-yīfà,,
迁,qiān,V,
迁就,qiānjiù,V,
迁移,qiānyí,V,
牵扯,qiānchě,V,
牵挂,qiānguà,V,
牵涉,qiānshè,V,
牵头,qiāntóu,,
牵制,qiānzhì,V,
铅,qiān,N,
谦逊,qiānxùn,Adj,
签,qiān,N,
签署,qiānshǔ,V,
前辈,qiánbèi,N,
前不久,qiánbùjiǔ,N,
前赴后继,qiánfù-hòujì,,
前期,qiánqī,N,
前任,qiánrèn,N,
前所未有,qiánsuǒwèiyǒu,,
前台,qiántái,N,
前无古人,qiánwúgǔrén,,
前夕,qiánxī,N,
前线,qiánxiàn,N,
前沿,qiányán,N,
前仰后合,qiányǎng-hòuhé,,
前者,qiánzhě,N,
虔诚,qiánchéng,Adj,
钱财,qiáncái,N,
钳子,qiánzi,N,
潜能,qiánnéng,N,
潜水,qiánshuǐ,V,
潜艇,qiántǐng,N,
潜移默化,qiányí-mòhuà,,
潜在,qiánzài,Adj,
谴责,qiǎnzé,V,
欠缺,qiànquē,V/N,
欠条,qiàntiáo,N,
歉意,qiànyì,N,
呛,qiāng,V,
枪毙,qiāngbì,V,
腔,qiāng,N,
强加,qiángjiā,V,
强劲,qiángjìng,Adj,
强项,qiángxiàng,N,
强行,qiángxíng,Adv,
强硬,qiángyìng,Adj,
强占,qiángzhàn,V,
强制,qiángzhì,V,
抢夺,qiǎngduó,V,
抢劫,qiǎngjié,V,
抢眼,qiǎngyǎn,Adj,
敲边鼓,qiāo biāngǔ,,
敲诈,qiāozhà,V,
乔装,qiáozhuāng,V,
瞧不起,qiáobuqǐ,V,
巧合,qiǎohé,Adj,
窍门,qiàomén,N,
翘,qiào,V,
撬,qiào,V,
切除,qiēchú,V,
切断,qiēduàn,,
切割,qiēgē,V,
且,qiě,Adv,
且,qiě,Conj,
切身,qièshēn,Adj,
窃取,qièqǔ,V,
钦佩,qīnpèi,V,
侵害,qīnhài,V,
侵略,qīnlüè,V,
侵权,qīnquán,V,
侵占,qīnzhàn,V,
亲和力,qīnhélì,N,
亲近,qīnjìn,Adj/V,
亲朋好友,qīnpéng-hǎoyǒu,,
亲戚,qīnqi,N,
亲情,qīnqíng,N,
亲热,qīnrè,Adj/V,
亲身,qīnshēn,Adj,
亲生,qīnshēng,Adj,
亲手,qīnshǒu,Adv,
亲友,qīnyǒu,N,
勤工俭学,qíngōng-jiǎnxué,,
勤快,qínkuai,Adj,
勤劳,qínláo,Adj,
寝室,qǐnshì,N,
青春期,qīngchūnqī,N,
青蛙,qīngwā,N,
轻而易举,qīng'éryìjǔ,,
轻蔑,qīngmiè,V,
轻微,qīngwēi,Adj,
轻型,qīngxíng,Adj,
倾家荡产,qīngjiā-dàngchǎn,,
倾诉,qīngsù,V,
倾听,qīngtīng,V,
倾销,qīngxiāo,V,
倾斜,qīngxié,V,
清除,qīngchú,V,
清脆,qīngcuì,Adj,
清单,qīngdān,N,
清淡,qīngdàn,Adj,
清静,qīngjìng,Adj,
清凉,qīngliáng,Adj,
清明,qīngmíng,Adj,
清晰,qīngxī,Adj,
清新,qīngxīn,Adj,
清真寺,qīngzhēnsì,N,
情,qíng,N,
情报,qíngbào,N,
情不自禁,qíngbùzìjīn,,
情调,qíngdiào,N,
情怀,qínghuái,N,
情结,qíngjié,N,
情侣,qínglǚ,N,
情人,qíngrén,N,
情谊,qíngyì,N,
情愿,qíngyuàn,V/Adv,
请柬,qǐngjiǎn,N,
请帖,qǐngtiě,N,
庆典,qìngdiǎn,N,
庆贺,qìnghè,V,
庆幸,qìngxìng,V,
丘陵,qiūlíng,N,
囚犯,qiúfàn,N,
求婚,qiúhūn,,
求救,qiújiù,V,
求学,qiúxué,V,
求医,qiúyī,V,
求证,qiúzhèng,V,
求助,qiúzhù,V,
曲线,qūxiàn,N,
曲折,qūzhé,Adj,
驱动,qūdòng,V,
驱逐,qūzhú,V,
屈服,qūfú,V,
趋于,qūyú,V,
曲,qǔ,N,
取代,qǔdài,V,
取缔,qǔdì,V,
取而代之,qǔ'érdàizhī,,
取经,qǔjīng,,
取决于,qǔjué yú,,
取暖,qǔnuǎn,V,
取胜,qǔshèng,V,
取笑,qǔxiào,V,
娶,qǔ,V,
去除,qùchú,V,
去处,qùchù,N,
去向,qùxiàng,N,
趣味,qùwèi,N,
圈套,quāntào,N,
圈子,quānzi,N,
权衡,quánhéng,V,
权威,quánwēi,N,
权益,quányì,N,
全长,quáncháng,N,
全程,quánchéng,N,
全方位,quánfāngwèi,N,
全局,quánjú,N,
全力以赴,quánlìyǐfù,,
全能,quánnéng,Adj,
全文,quánwén,N,
全心全意,quánxīn-quányì,,
拳,quán,N/V,
拳头,quántóu,N,
劝告,quàngào,V/N,
劝说,quànshuō,V,
劝阻,quànzǔ,V,
缺口,quēkǒu,N,
缺失,quēshī,N/V,
缺席,quēxí,,
确切,quèqiè,Adj,
确信,quèxìn,V,
确凿,quèzáo,Adj,
确诊,quèzhěn,V,
燃放,ránfàng,V,
燃气,ránqì,N,
燃油,rányóu,N,
嚷,rǎng,V,
让步,ràngbù,,
饶,ráo,V,
饶恕,ráoshù,V,
扰乱,rǎoluàn,V,
绕行,ràoxíng,V,
惹,rě,V,
热潮,rècháo,N,
热带,rèdài,N,
热气,rèqì,N,
热气球,rèqìqiú,N,
热腾腾,rèténgténg,Adj,
热衷,rèzhōng,V,
人次,réncì,M,
人道,réndào,N/Adj,
人格,réngé,N,
人工智能,réngōng-zhìnéng,,
人均,rénjūn,V,
人品,rénpǐn,N,
人气,rénqì,N,
人情,rénqíng,N,
人身,rénshēn,N,
人事,rénshì,N,
人手,rénshǒu,N,
人体,réntǐ,N,
人为,rénwéi,Adj,
人文,rénwén,N,
人行道,rénxíngdào,N,
人性,rénxìng,N,
人选,rénxuǎn,N,
人缘儿,rényuánr,N,
人造,rénzào,Adj,
人质,rénzhì,N,
仁慈,réncí,Adj,
忍饥挨饿,rěnjī-ái'è,,
忍耐,rěnnài,V,
忍心,rěnxīn,,
认错,rèncuò,,
认证,rènzhèng,V,
认知,rènzhī,V,
任命,rènmìng,V,
任期,rènqī,N,
任人宰割,rènrén-zǎigē,,
任意,rènyì,Adv,
任职,rènzhí,,
韧性,rènxìng,N,
日程,rìchéng,N,
日复一日,rìfùyīrì,,
日后,rìhòu,N,
日前,rìqián,N,
日趋,rìqū,Adv,
日新月异,rìxīn-yuèyì,,
日益,rìyì,Adv,
荣获,rónghuò,V,
荣幸,róngxìng,Adj,
荣誉,róngyù,N,
容光焕发,róngguāng-huànfā,,
容量,róngliàng,N,
容纳,róngnà,V,
容忍,róngrěn,V,
容许,róngxǔ,V,
容颜,róngyán,N,
溶解,róngjiě,V,
融,róng,V,
融化,rónghuà,V,
融洽,róngqià,Adj,
冗长,rǒngcháng,Adj,
柔和,róuhé,Adj,
柔软,róuruǎn,Adj,
揉,róu,V,
如果说,rúguǒ shuō,,
如实,rúshí,Adv,
如意,rúyì,,
如愿以偿,rúyuànyǐcháng,,
如醉如痴,rúzuì-rúchī,,
儒家,Rújiā,N,
儒学,rúxué,N,
入场,rùchǎng,,
入场券,rùchǎngquàn,N,
入境,rùjìng,,
入侵,rùqīn,V,
入手,rùshǒu,V,
入选,rùxuǎn,V,
软弱,ruǎnruò,Adj,
软实力,ruǎnshílì,N,
瑞雪,ruìxuě,N,
润,rùn,Adj/V,
若干,ruògān,Pron,
弱点,ruòdiǎn,N,
弱势,ruòshì,N,
撒,sā,V,
撒谎,sāhuǎng,,
赛车,sàichē,N,
赛跑,sàipǎo,V,
三番五次,sānfān-wǔcì,,
三角,sānjiǎo,N/Adj,
三维,sānwéi,Adj,
散布,sànbù,V,
散发,sànfā,V,
桑拿,sāngná,N,
嗓子,sǎngzi,N,
丧生,sàngshēng,,
骚乱,sāoluàn,V,
骚扰,sāorǎo,V,
扫除,sǎochú,V,
扫描,sǎomiáo,V,
扫墓,sǎomù,,
扫兴,sǎoxìng,,
嫂子,sǎozi,N,
僧人,sēngrén,N,
杀害,shāhài,V,
杀手,shāshǒu,N,
沙龙,shālóng,N,
沙滩,shātān,N,
纱,shā,N,
刹车,shāchē,N,
砂糖,shātáng,N,
鲨鱼,shāyú,N,
傻瓜,shǎguā,N,
筛,shāi,V,
筛选,shāixuǎn,V,
晒太阳,shài tàiyáng,,
山川,shānchuān,N,
山顶,shāndǐng,N,
山冈,shāngāng,N,
山岭,shānlǐng,N,
山路,shānlù,N,
山寨,shānzhài,N,
删,shān,V,
删除,shānchú,V,
煽动,shāndòng,V,
闪烁,shǎnshuò,V,
善,shàn,Adj,
善意,shànyì,N,
擅长,shàncháng,V,
擅自,shànzì,Adv,
膳食,shànshí,N,
赡养,shànyǎng,V,
伤残,shāngcán,V,
伤感,shānggǎn,Adj,
伤痕,shānghén,N,
伤脑筋,shāng nǎojīn,,
伤势,shāngshì,N,
商贩,shāngfàn,N,
商贾,shānggǔ,N,
商讨,shāngtǎo,V,
上报,shàngbào,V,
上场,shàngchǎng,,
上方,shàngfāng,N,
上岗,shànggǎng,,
上火,shànghuǒ,,
上空,shàngkōng,N,
上流,shàngliú,N,
上期,shàng qī,,
上任,shàngrèn,,
上述,shàngshù,Adj,
上司,shàngsi,N,
上诉,shàngsù,V,
上调,shàngtiáo,V,
上头,shàngtou,N,
上限,shàngxiàn,N,
上旬,shàngxún,N,
上瘾,shàngyǐn,,
上映,shàngyìng,V,
上游,shàngyóu,N,
尚,shàng,Adv/Conj,
尚未,shàngwèi,Adv,
捎,shāo,V,
烧毁,shāohuǐ,V,
烧烤,shāokǎo,N,
稍后,shāohòu,Adv,
稍候,shāohòu,V,
稍稍,shāoshāo,Adv,
少不了,shǎobuliǎo,V,
少见,shǎojiàn,V/Adj,
少量,shǎoliàng,Adj,
少有,shǎoyǒu,,
少林寺,Shàolín Sì,N,
少女,shàonǚ,N,
奢侈,shēchǐ,Adj,
奢望,shēwàng,V/N,
设,shè,V,
设定,shèdìng,V,
设法,shèfǎ,V,
社会主义,shèhuì zhǔyì,,
社交,shèjiāo,N,
社论,shèlùn,N,
社团,shètuán,N,
涉嫌,shèxián,V,
摄氏度,shèshìdù,M,
谁知道,shéi zhīdào,,
申办,shēnbàn,V,
申报,shēnbào,V,
申领,shēnlǐng,V,
伸手,shēnshǒu,,
伸缩,shēnsuō,V,
伸张,shēnzhāng,V,
身不由己,shēnbùyóujǐ,,
身价,shēnjià,N,
身躯,shēnqū,N,
身心,shēnxīn,N,
身影,shēnyǐng,N,
身子,shēnzi,N,
绅士,shēnshì,N,
深奥,shēn'ào,Adj,
深切,shēnqiè,Adj,
深情,shēnqíng,N/Adj,
深入人心,shēnrù-rénxīn,,
深受,shēnshòu,V,
深思,shēnsī,V,
深信,shēnxìn,V,
深夜,shēnyè,N,
深远,shēnyuǎn,Adj,
神气,shénqì,N/Adj,
神圣,shénshèng,Adj,
神态,shéntài,N,
神仙,shénxiān,N,
审,shěn,V,
审定,shěndìng,V,
审核,shěnhé,V,
审美,shěnměi,V,
审判,shěnpàn,V,
审批,shěnpī,V,
审视,shěnshì,V,
肾,shèn,N,
甚至于,shènzhìyú,Adv,
渗,shèn,V,
渗透,shèntòu,V,
慎重,shènzhòng,Adj,
升温,shēngwēn,V,
生机,shēngjī,N,
生理,shēnglǐ,N,
生命线,shēngmìngxiàn,N,
生怕,shēngpà,V,
生平,shēngpíng,N,
生前,shēngqián,N,
生死,shēngsǐ,N/Adj,
生态,shēngtài,N,
生物,shēngwù,N,
生效,shēngxiào,,
生涯,shēngyá,N,
生硬,shēngyìng,Adj,
生育,shēngyù,V,
声称,shēngchēng,V,
声望,shēngwàng,N,
声誉,shēngyù,N,
牲畜,shēngchù,N,
绳子,shéngzi,N,
省略,shěnglüè,V,
省事,shěngshì,,
圣贤,shèngxián,N,
胜出,shèngchū,V,
胜任,shèngrèn,V,
盛大,shèngdà,Adj,
盛会,shènghuì,N,
盛开,shèngkāi,V,
盛气凌人,shèngqì-língrén,,
剩余,shèngyú,V,
尸体,shītǐ,N,
失传,shīchuán,V,
失控,shīkòng,V,
失利,shīlì,,
失恋,shīliàn,,
失灵,shīlíng,V,
失落,shīluò,V/Adj,
失眠,shīmián,,
失明,shīmíng,,
失效,shīxiào,,
失业率,shīyèlǜ,N,
失踪,shīzōng,,
师范,shīfàn,N,
师长,shīzhǎng,N,
师资,shīzī,N,
狮子,shīzi,N,
施工,shīgōng,,
施加,shījiā,V,
施行,shīxíng,V,
施压,shīyā,V,
湿度,shīdù,N,
湿润,shīrùn,Adj,
十字路口,shízì lùkǒu,,
时不时,shíbùshí,Adv,
时段,shíduàn,N,
时隔,shí gé,,
时好时坏,shíhǎo-shíhuài,,
时间表,shíjiānbiǎo,N,
时空,shíkōng,N,
时髦,shímáo,Adj,
时尚,shíshàng,Adj,
时速,shísù,N,
识别,shíbié,V,
实地,shídì,Adv,
实话,shíhuà,N,
实话实说,shíhuà-shíshuō,,
实况,shíkuàng,N,
实事求是,shíshì-qiúshì,,
实体,shítǐ,N,
实物,shíwù,N,
实质,shízhì,N,
食宿,shísù,N,
食用,shíyòng,V,
史无前例,shǐwúqiánlì,,
使唤,shǐhuan,V,
使命,shǐmìng,N,
使者,shǐzhě,N,
士气,shìqì,N,
示威,shìwēi,V,
示意,shìyì,V,
世代,shìdài,N,
世故,shìgu,Adj,
世界级,shìjiè jí,,
世袭,shìxí,V,
市场经济,shìchǎng jīngjì,,
势必,shìbì,Adv,
势不可当,shìbùkědāng,,
势头,shìtou,N,
事迹,shìjì,N,
事态,shìtài,N,
事务,shìwù,N,
事务所,shìwùsuǒ,N,
事项,shìxiàng,N,
事宜,shìyí,N,
侍候,shìhòu,V,
试探,shìtan,V,
试行,shìxíng,V,
试用,shìyòng,V,
试用期,shìyòngqī,N,
视察,shìchá,V,
视角,shìjiǎo,N,
视觉,shìjué,N,
视力,shìlì,N,
视线,shìxiàn,N,
视野,shìyě,N,
柿子,shìzi,N,
是非,shìfēi,N,
适度,shìdù,Adj,
适量,shìliàng,Adj,
适时,shìshí,Adj,
适宜,shìyí,Adj,
逝世,shìshì,V,
释放,shìfàng,V,
嗜好,shìhào,N,
收复,shōufù,V,
收据,shōujù,N,
收敛,shōuliǎn,V,
收留,shōuliú,V,
收买,shōumǎi,V,
收视率,shōushìlǜ,N,
收缩,shōusuō,V,
收支,shōuzhī,N,
手臂,shǒubì,N,
手册,shǒucè,N,
手动,shǒudòng,Adj,
手脚,shǒujiǎo,N,
手帕,shǒupà,N,
手枪,shǒuqiāng,N,
手势,shǒushì,N,
手术室,shǒushùshì,N,
手头,shǒutóu,N,
手腕,shǒuwàn,N,
手艺,shǒuyì,N,
手掌,shǒuzhǎng,N,
守候,shǒuhòu,V,
守护,shǒuhù,V,
守株待兔,shǒuzhū-dàitù,,
首创,shǒuchuàng,V,
首府,shǒufǔ,N,
首批,shǒupī,,
首饰,shǒushì,N,
首要,shǒuyào,Adj,
寿命,shòumìng,N,
受过,shòuguò,,
受害,shòuhài,,
受害人,shòuhàirén,N,
受贿,shòuhuì,,
受惊,shòujīng,,
受苦,shòukǔ,,
受理,shòulǐ,V,
受骗,shòupiàn,,
受益,shòuyì,V,
授权,shòuquán,V,
授予,shòuyǔ,V,
售价,shòujià,N,
售票,shòupiào,V,
书橱,shūchú,N,
书籍,shūjí,N,
书记,shūjì,N,
书面,shūmiàn,Adj,
书写,shūxiě,V,
抒情,shūqíng,V,
枢纽,shūniǔ,N,
梳,shū,V,
梳理,shūlǐ,V,
梳子,shūzi,N,
舒畅,shūchàng,Adj,
疏导,shūdǎo,V,
疏忽,shūhu,V,
疏散,shūsàn,Adj/V,
疏通,shūtōng,V,
输家,shūjiā,N,
输送,shūsòng,V,
输血,shūxuè,,
输液,shūyè,,
赎,shú,V,
暑期,shǔqī,N,
属性,shǔxìng,N,
曙光,shǔguāng,N,
束缚,shùfù,V,
树立,shùlì,V,
树木,shùmù,N,
树梢,shùshāo,N,
树荫,shùyīn,N,
树枝,shùzhī,N,
竖,shù,V/Adj,
数额,shù'é,N,
数据库,shùjùkù,N,
刷新,shuāxīn,V,
耍,shuǎ,V,
耍赖,shuǎlài,V,
衰减,shuāijiǎn,V,
衰竭,shuāijié,V,
衰老,shuāilǎo,Adj,
衰弱,shuāiruò,Adj,
衰退,shuāituì,V,
摔跤,shuāijiāo,,
甩,shuǎi,V,
率,shuài,V,
拴,shuān,V,
涮,shuàn,V,
双胞胎,shuāngbāotāi,N,
双边,shuāngbiān,Adj,
双重,shuāngchóng,Adj,
双向,shuāngxiàng,Adj,
双赢,shuāngyíng,V,
霜,shuāng,N,
爽快,shuǎngkuai,Adj,
水槽,shuǐcáo,N,
水稻,shuǐdào,N,
水管,shuǐguǎn,N,
水壶,shuǐhú,N,
水货,shuǐhuò,N,
水晶,shuǐjīng,N,
水利,shuǐlì,N,
水灵灵,shuǐlínglíng,Adj,
水龙头,shuǐlóngtóu,N,
水落石出,shuǐluò-shíchū,,
水面,shuǐmiàn,N,
水手,shuǐshǒu,N,
水温,shuǐwēn,N,
水域,shuǐyù,N,
水源,shuǐyuán,N,
水涨船高,shuǐzhǎng-chuángāo,,
水准,shuǐzhǔn,N,
税收,shuìshōu,N,
税务,shuìwù,N,
睡袋,shuìdài,N,
顺便,shùnbiàn,Adv,
顺差,shùnchā,N,
顺畅,shùnchàng,Adj,
顺从,shùncóng,V,
顺理成章,shùnlǐ-chéngzhāng,,
顺路,shùnlù,Adj/Adv,
顺其自然,shùnqízìrán,,
顺势,shùnshì,Adv,
顺手,shùnshǒu,Adj/Adv,
顺心,shùnxīn,,
顺应,shùnyìng,V,
顺着,shùnzhe,,
瞬间,shùnjiān,N,
说白了,shuōbáile,,
说不上,shuōbushàng,V,
说到底,shuōdàodǐ,,
说道,shuōdao,V/N,
说干就干,shuō gàn jiù gàn,,
说谎,shuōhuǎng,,
说老实话,shuō lǎoshi huà,,
说起来,shuō qǐlái,,
说情,shuōqíng,,
说闲话,shuō xiánhuà,,
说真的,shuō zhēnde,,
硕果,shuòguǒ,N,
司法,sīfǎ,V,
司空见惯,sīkōng-jiànguàn,,
司令,sīlìng,N,
丝,sī,N,
丝绸,sīchóu,N,
丝毫,sīháo,Adj,
私房钱,sīfángqián,N,
私家车,sījiāchē,N,
私立,sīlì,V/Adj,
私事,sīshì,N,
私下,sīxià,N/Adv,
私营,sīyíng,Adj,
私有,sīyǒu,V,
私自,sīzì,Adv,
思路,sīlù,N,
思念,sīniàn,V,
思前想后,sīqián-xiǎnghòu,,
思索,sīsuǒ,V,
撕,sī,V,
死心,sǐxīn,,
死心塌地,sǐxīn-tādì,,
四合院,sìhéyuàn,N,
四季,sìjì,N,
四面八方,sìmiàn-bāfāng,,
寺庙,sìmiào,N,
似曾相识,sìcéng-xiāngshí,,
似是而非,sìshì-érfēi,,
伺机,sìjī,V,
饲料,sìliào,N,
饲养,sìyǎng,V,
松绑,sōngbǎng,,
松弛,sōngchí,Adj,
耸立,sǒnglì,V,
送别,sòngbié,,
搜查,sōuchá,V,
搜集,sōují,V,
搜救,sōujiù,V,
搜寻,sōuxún,V,
艘,sōu,M,
苏醒,sūxǐng,V,
酥,sū,Adj,
俗,sú,Adj,
俗话,súhuà,N,
俗话说,súhuà shuō,,
俗语,súyǔ,N,
诉苦,sùkǔ,,
诉说,sùshuō,V,
诉讼,sùsòng,V,
素,sù,Adj/N,
素不相识,sùbùxiāngshí,,
素材,sùcái,N,
素描,sùmiáo,N,
素食,sùshí,N,
素养,sùyǎng,N,
塑造,sùzào,V,
蒜,suàn,N,
算计,suànjì,V,
算盘,suànpán,N,
算账,suànzhàng,,
虽说,suīshuō,Conj,
随处可见,suíchù kě jiàn,,
随大溜,suí dàliù,,
随机,suíjī,Adj,
随即,suíjí,Adv,
随身,suíshēn,Adj,
随时随地,suíshí-suídì,,
随心所欲,suíxīnsuǒyù,,
遂心,suìxīn,,
隧道,suìdào,N,
损,sǔn,V,
损坏,sǔnhuài,V,
损人利己,sǔnrén-lìjǐ,,
损伤,sǔnshāng,V,
缩,suō,V,
缩水,suōshuǐ,,
缩影,suōyǐng,N,
所属,suǒshǔ,Adj,
所谓,suǒwèi,Adj,
所作所为,suǒzuò-suǒwéi,,
索赔,suǒpéi,V,
索取,suǒqǔ,V,
索性,suǒxìng,Adv,
锁定,suǒdìng,V,
他人,tārén,Pron,
塌,tā,V,
踏上,tàshang,,
胎,tāi,N/M,
胎儿,tāi'ér,N,
台球,táiqiú,N,
太极,tàijí,N,
太极拳,tàijíquán,N,
太平,tàipíng,Adj,
泰斗,tàidǒu,N,
贪,tān,V,
贪婪,tānlán,Adj,
贪玩儿,tānwánr,V,
贪污,tānwū,V,
摊,tān,V/N/M,
瘫,tān,V,
瘫痪,tānhuàn,V,
坛,tán,N,
谈不上,tán bu shàng,,
谈到,tándào,,
谈论,tánlùn,V,
谈起,tánqǐ,,
弹性,tánxìng,N,
痰,tán,N,
坦白,tǎnbái,Adj/V,
坦诚,tǎnchéng,Adj,
坦克,tǎnkè,N,
坦然,tǎnrán,Adj,
坦率,tǎnshuài,Adj,
毯子,tǎnzi,N,
炭,tàn,N,
探,tàn,V,
探测,tàncè,V,
探亲,tànqīn,,
探求,tànqiú,V,
探望,tànwàng,V,
探险,tànxiǎn,,
碳,tàn,N,
汤圆,tāngyuán,N,
堂,táng,M,
糖果,tángguǒ,N,
糖尿病,tángniàobìng,N,
倘若,tǎngruò,Conj,
淌,tǎng,V,
烫,tàng,V/Adj,
掏钱,tāo qián,,
滔滔不绝,tāotāo-bùjué,,
逃避,táobì,V,
逃生,táoshēng,V,
逃亡,táowáng,V,
陶瓷,táocí,N,
陶冶,táoyě,V,
陶醉,táozuì,V,
淘,táo,V,
淘气,táoqì,,
淘汰,táotài,V,
讨,tǎo,V,
讨好,tǎohǎo,,
讨价还价,tǎojià-huánjià,,
